University,Degree Program,Year,Course Name,Skills
NSBM,Software Engineering,4,Platform-Based Development,"Problem Solving, Computer Science Fundamentals, Analytical Thinking"
NSBM,Software Engineering,4,Data Warehousing and Data Mining,"Association Rules, Classification, Clustering, Pattern Recognition, Weka, Anomaly Detection"
NSBM,Software Engineering,4,Internet of Things,"Arduino, Raspberry Pi, IoT Protocols, MQTT, Sensor Integration, Edge Computing"
NSBM,Software Engineering,4,Business Policy and Strategy,"Project Management, Strategic Planning, Business Intelligence, Stakeholder Management"
NSBM,Software Engineering,4,Enterprise Networks,"Network Protocols, Network Design, TCP/IP, Routing, Switching, Wireshark"
NSBM,Software Engineering,4,E-Business Application Development,"Project Management, Strategic Planning, Business Intelligence, Stakeholder Management"
NSBM,Software Engineering,4,Agent-Based Systems,"Problem Solving, Computer Science Fundamentals, Analytical Thinking"
NSBM,Software Engineering,4,Management Information Systems,"CRM, Enterprise Systems, Business Process Modeling, ERP, Business Analysis"
NSBM,Software Engineering,4,Development of Enterprise Applications II,"Problem Solving, Computer Science Fundamentals, Analytical Thinking"
NSBM,Software Engineering,4,Computer Graphics and Visualization,"3D Modeling, OpenGL, Rendering, Shaders, Computer Graphics, Ray Tracing"
NSBM,Software Engineering,4,Artificial Intelligence,"Supervised Learning, Unsupervised Learning, scikit-learn, Feature Engineering, Model Evaluation"
NSBM,Software Engineering,4,Parallel and Distributed Computing,"Distributed Algorithms, Consensus Protocols, CAP Theorem, Distributed Databases, RPC"
NSBM,Software Engineering,4,Embedded Systems,"Arduino, Raspberry Pi, IoT Protocols, MQTT, Sensor Integration, Edge Computing"
NSBM,Computer Science,1,Introduction to Computer Science,"Problem Solving, Computer Science Fundamentals, Analytical Thinking"
NSBM,Computer Science,1,Mathematics for Computing,"Problem Solving, Mathematical Modeling, Mathematical Reasoning"
NSBM,Computer Science,1,Programming in Python,"Python, NumPy, Pandas, pip, Virtual Environments"
NSBM,Computer Science,1,Professional Development,"Communication, Technical Writing, Teamwork, Professional Conduct"
NSBM,Computer Science,1,Data communications and networks,"Network Protocols, Network Design, Communication, TCP/IP, Routing, Switching, Wireshark, Presentation Skills, Professional Writing"
NSBM,Computer Science,1,Object Oriented Programming with Java,"Java, Maven, Gradle, JVM, OOP Principles"
NSBM,Computer Science,1,Algorithms and Data Structures,"Arrays, Linked Lists, Trees, Graphs, Sorting, Searching, Hash Tables, Complexity Analysis"
NSBM,Computer Science,1,Computer Architecture,"Instruction Set Architecture, Pipelining, Cache Memory, CPU Design, Performance Metrics"
NSBM,Computer Science,1,Database Management Systems,"SQL, Database Design, Project Management, Strategic Planning, Business Intelligence, Stakeholder Management, Normalization, ER Diagrams, CRUD Operations, Relational Algebra"
NSBM,Computer Science,1,Web Based Application Development,"HTML, CSS, JavaScript, Responsive Design, REST APIs, Web Frameworks"
NSBM,Computer Science,2,Computer Networks,"Network Protocols, Network Design, TCP/IP, Routing, Switching, Wireshark"
NSBM,Computer Science,2,Systems Analysis and Design,"Java, Python, Database Management, System modeling tools (UML)"
NSBM,Computer Science,2,Statistics for Computing,"Data Analysis, Statistical Methods, Data Interpretation, Exploratory Data Analysis"
NSBM,Computer Science,2,Business Processes and ERP,"Project Management, Strategic Planning, Business Intelligence, Stakeholder Management"
NSBM,Computer Science,2,Introduction to Software Engineering,"Software Design, Code Review, Documentation, SDLC, Requirements Engineering"
NSBM,Computer Science,2,Software Architecture,"Problem Solving, Computer Science Fundamentals, Analytical Thinking"
NSBM,Computer Science,2,Algorithms and Complexity,"Arrays, Linked Lists, Trees, Graphs, Sorting, Searching, Hash Tables, Complexity Analysis"
NSBM,Computer Science,2,Operating Systems,"Team Management, Process Management, Memory Management, Scheduling, Deadlock Prevention, Linux/Unix"
NSBM,Computer Science,3,Internship,"Industry Practices, Professional Experience, Workplace Skills, Applied Learning"
NSBM,Computer Science,3,Information Assurance and Security,"Cryptography, Network Security, Penetration Testing, Security Protocols, Firewalls, IDS/IPS"
NSBM,Computer Science,3,Social Issues and Professional Practice,"Communication, Technical Writing, Teamwork, Professional Conduct"
NSBM,Computer Science,3,Wireless Technologies and Network Programming,"Programming, Problem Solving, Code Design, Algorithm Implementation, WiFi Standards, Wireless Protocols, RF Engineering, Mobile Networks, 5G Technology"
NSBM,Computer Science,3,Advanced Mathematics for Computing,"Problem Solving, Mathematical Modeling, Mathematical Reasoning"
NSBM,Computer Science,3,Computational Theory,"Problem Solving, Computer Science Fundamentals, Analytical Thinking"
NSBM,Computer Science,3,Programming Languages and Compiler Design,"Programming, Problem Solving, Communication, Code Design, Algorithm Implementation, Lexical Analysis, Parsing, Code Generation, Compiler Design, Syntax Trees, Presentation Skills, Professional Writing"
NSBM,Computer Science,3,Advanced Database Management Systems,"Project Management, Strategic Planning, Business Intelligence, Stakeholder Management, Query Optimization, Indexing, Transaction Management, NoSQL, Database Tuning"
NSBM,Computer Science,3,Cryptography,"Cryptography, Network Security, Penetration Testing, Security Protocols, Firewalls, IDS/IPS"
NSBM,Computer Science,3,Mobile Application Development,"Kotlin, Swift, Android Studio, Mobile UI/UX, Mobile Architecture, App Deployment"
NSBM,Computer Science,3,Software Process Management,"Project Management, Strategic Planning, Business Intelligence, Stakeholder Management"
NSBM,Computer Science,4,Business Policy and Strategy,"Project Management, Strategic Planning, Business Intelligence, Stakeholder Management"
NSBM,Computer Science,4,Entrepreneurship,"Data Analysis, digital literacy, and financial proficiency"
NSBM,Computer Science,4,Development of Enterprise Applications II,"high-performance, secure, and scalable architectures"
NSBM,Computer Science,4,Artificial Intelligence,"Supervised Learning, Unsupervised Learning, scikit-learn, Feature Engineering, Model Evaluation"
NSBM,Computer Science,4,Embedded Systems,"Arduino, Raspberry Pi, IoT Protocols, MQTT, Sensor Integration, Edge Computing"
NSBM,Computer Science,4,Computer Graphics and Visualization,"3D Modeling, OpenGL, Rendering, Shaders, Computer Graphics, Ray Tracing"
NSBM,Computer Science,4,Parallel and Distributed Computing,"Distributed Algorithms, Consensus Protocols, CAP Theorem, Distributed Databases, RPC"
NSBM,Computer Science,4,Data Warehousing and Data Mining,"Association Rules, Classification, Clustering, Pattern Recognition, Weka, Anomaly Detection"
NSBM,Computer Science,4,Internet of Things,"Arduino, Raspberry Pi, IoT Protocols, MQTT, Sensor Integration, Edge Computing"
NSBM,Computer Science,4,Agent Based Systems,"traditional AI/machine learning expertise, software engineering"
NSBM,Computer Science,4,CS Honours Award Project,"Git, Documentation, Project Planning, Team Collaboration, Presentation Skills"
NSBM,Computer Science,4,Bio Informatics,"Sequence Alignment, Genomics, BioPython, Phylogenetics, Protein Structure, Biological Databases"
SLIIT,Software Engineering,1,Introduction to Programming,"Programming, Problem Solving, Code Design, Algorithm Implementation"
SLIIT,Software Engineering,1,Data Communication Networks,"Network Protocols, Network Design, Communication, TCP/IP, Routing, Switching, Wireshark, Presentation Skills, Professional Writing"
SLIIT,Software Engineering,1,Mathematics for Computing,"Problem Solving, Mathematical Modeling, Mathematical Reasoning"
SLIIT,Software Engineering,1,Fundamentals of Computing,"operating systems, file management, and troubleshooting"
SLIIT,Software Engineering,1,Discrete Mathematics,"Set Theory, Logic, Combinatorics, Graph Theory Basics, Discrete Structures"
SLIIT,Software Engineering,1,Data Structures and Algorithms,"Arrays, Linked Lists, Trees, Graphs, Sorting, Searching, Hash Tables, Complexity Analysis"
SLIIT,Software Engineering,1,Software Engineering,"Software Design, Code Review, Documentation, SDLC, Requirements Engineering"
SLIIT,Software Engineering,1,Technical Writing,"Technical Documentation, Report Writing, Technical Communication"
SLIIT,Software Engineering,2,Probability and Statistics,"Data Analysis, Statistical Methods, Data Interpretation, Exploratory Data Analysis"
SLIIT,Software Engineering,2,Object Oriented Programming,"Design Patterns, OOP Design, Inheritance, Polymorphism, Encapsulation"
SLIIT,Software Engineering,2,Operating Systems & System Administration,"Team Management, Process Management, Memory Management, Scheduling, Deadlock Prevention, Linux/Unix"
SLIIT,Software Engineering,2,Database Design and Development,"SQL, Database Design, Normalization, ER Diagrams, CRUD Operations, Relational Algebra"
SLIIT,Software Engineering,2,Artificial Intelligence & Machine Learning,"Supervised Learning, Unsupervised Learning, scikit-learn, Feature Engineering, Model Evaluation"
SLIIT,Software Engineering,2,IT Project,"Git, Documentation, Project Planning, Team Collaboration, Presentation Skills"
SLIIT,Software Engineering,2,Web and Mobile Technologies,"HTML, CSS, JavaScript, Kotlin, Swift, Frontend Development, jQuery, Bootstrap, Android Studio, Mobile UI/UX, Mobile Architecture, App Deployment"
SLIIT,Software Engineering,2,Professional Skills,"Communication, Technical Writing, Teamwork, Professional Conduct"
SLIIT,Software Engineering,3,Industry Economics & Management,"Cost-Benefit Analysis, Economic Modeling, Financial Accounting, Budget Management"
SLIIT,Software Engineering,3,Software Engineering Frameworks,"Software Design, Code Review, Documentation, SDLC, Requirements Engineering"
SLIIT,Software Engineering,3,Quality Managment in Software Engineering,"Test Automation, JUnit, Unit Testing, Integration Testing, Selenium, TDD"
SLIIT,Software Engineering,3,Industry Training,"Supervised Learning, Unsupervised Learning, scikit-learn, Feature Engineering, Model Evaluation, Industry Practices, Professional Experience, Workplace Skills, Applied Learning"
SLIIT,Software Engineering,3,Distributed Systems,"Distributed Algorithms, Consensus Protocols, CAP Theorem, Distributed Databases, RPC"
SLIIT,Software Engineering,3,User Experience Research & Design,"Prototyping, Research methods, and data analysis"
SLIIT,Software Engineering,3,Research Methods,"Research Methodologies, Data Collection, Literature Review, Academic Writing, LaTeX"
SLIIT,Software Engineering,4,Research Project - I,"Research Methodologies, Data Collection, Literature Review, Academic Writing, LaTeX"
SLIIT,Software Engineering,4,Secure Software Development,"Software Design, Code Review, Documentation, SDLC, Requirements Engineering"
SLIIT,Software Engineering,4,Cloud Native Development,"Docker, Kubernetes, CI/CD, Ansible, Go, Python, Terraform"
SLIIT,Software Engineering,4,Deep Learning,"Machine Learning, Tensorflow, Pytorch"
SLIIT,Software Engineering,4,Mobile Application Design & Development,"Kotlin, Swift, Android Studio, Mobile UI/UX, Mobile Architecture, App Deployment"
SLIIT,Software Engineering,4,Research Project - II,"Research Methodologies, Data Collection, Literature Review, Academic Writing, LaTeX"
SLIIT,Software Engineering,4,Current Trends in Software Engineering,"Software Design, Code Review, Documentation, Innovation, SDLC, Requirements Engineering, Technology Trends, Emerging Technologies, Tech Research"
SLIIT,Software Engineering,4,Enterprise Application Development,"Problem Solving, Computer Science Fundamentals, Analytical Thinking"
SLIIT,Software Engineering,4,Big Data & Data Analytics,"Hadoop, Spark, Scala, MapReduce, Hive, Distributed Computing"
SLIIT,Software Engineering,4,Parallel Computing,"MPI, OpenMP, CUDA, GPU Programming, Parallel Algorithms, HPC"
SLIIT,Computer Science,1,Programming Methodology,"Programming, Problem Solving, Code Design, Algorithm Implementation"
SLIIT,Computer Science,1,Engineering Mathematics - I,"Problem Solving, Mathematical Modeling, Mathematical Reasoning"
SLIIT,Computer Science,1,Discrete Mathematics,"Set Theory, Logic, Combinatorics, Graph Theory Basics, Discrete Structures"
SLIIT,Computer Science,1,Communication Skills,"Network Protocols, Network Design, Communication, TCP/IP, Routing, Switching, Wireshark, Presentation Skills, Professional Writing"
SLIIT,Computer Science,1,Computer Organization and Architecture,"Problem Solving, Computer Science Fundamentals, Analytical Thinking"
SLIIT,Computer Science,1,Engineering Mathematics - II,"Problem Solving, Mathematical Modeling, Mathematical Reasoning"
SLIIT,Computer Science,1,Digital Electronics,"Boolean Algebra, Logic Gates, Sequential Circuits, Combinational Circuits, VHDL"
SLIIT,Computer Science,1,English for Academic Purposes,"Team Management, Process Management, Memory Management, Scheduling, Deadlock Prevention, Linux/Unix"
SLIIT,Computer Science,1,Data Structures and Algorithms,"Arrays, Linked Lists, Trees, Graphs, Sorting, Searching, Hash Tables, Complexity Analysis"
SLIIT,Computer Science,2,Computer Networks,"Network Protocols, Network Design, TCP/IP, Routing, Switching, Wireshark"
SLIIT,Computer Science,2,Object Oriented Analysis and Design,"Design Patterns, OOP Design, Inheritance, Polymorphism, Encapsulation"
SLIIT,Computer Science,2,Design and Analysis of Algorithms,"Arrays, Linked Lists, Trees, Graphs, Sorting, Searching, Hash Tables, Complexity Analysis"
SLIIT,Computer Science,2,Database Management Systems,"SQL, Database Design, Project Management, Strategic Planning, Business Intelligence, Stakeholder Management, Normalization, ER Diagrams, CRUD Operations, Relational Algebra"
SLIIT,Computer Science,2,Probability and Statistics,"Data Analysis, Statistical Methods, Data Interpretation, Exploratory Data Analysis"
SLIIT,Computer Science,2,Operating Systems,"Team Management, Process Management, Memory Management, Scheduling, Deadlock Prevention, Linux/Unix"
SLIIT,Computer Science,2,Programming Paradigms,"Programming, Problem Solving, Code Design, Algorithm Implementation"
SLIIT,Computer Science,2,Distributed Systems,"Distributed Algorithms, Consensus Protocols, CAP Theorem, Distributed Databases, RPC"
SLIIT,Computer Science,2,Software Engineering,"Software Design, Code Review, Documentation, SDLC, Requirements Engineering"
SLIIT,Computer Science,2,Human Computer Interaction,"UI/UX Design, Usability Testing, Prototyping, User Research, Interaction Design, Figma"
SLIIT,Computer Science,3,Case Study Project,"Git, Documentation, Project Planning, Team Collaboration, Presentation Skills"
SLIIT,Computer Science,3,Graphics and Visualization,"3D Modeling, OpenGL, Rendering, Shaders, Computer Graphics, Ray Tracing"
SLIIT,Computer Science,3,Advanced Software Engineering,"Software Design, Code Review, Documentation, SDLC, Requirements Engineering"
SLIIT,Computer Science,3,Professional Skills,"Communication, Technical Writing, Teamwork, Professional Conduct"
SLIIT,Computer Science,3,Intelligent Systems,"Programming, R, Java, Machine learning/Deep learning (PyTorch, TensorFlow), and Data Engineering"
SLIIT,Computer Science,3,Parallel Computing,"MPI, OpenMP, CUDA, GPU Programming, Parallel Algorithms, HPC"
SLIIT,Computer Science,3,Industry Economics and Management,"Cost-Benefit Analysis, Economic Modeling, Financial Accounting, Budget Management"
SLIIT,Computer Science,3,Research Methods,"Research Methodologies, Data Collection, Literature Review, Academic Writing, LaTeX"
SLIIT,Computer Science,3,Industry Training,"Supervised Learning, Unsupervised Learning, scikit-learn, Feature Engineering, Model Evaluation, Industry Practices, Professional Experience, Workplace Skills, Applied Learning"
SLIIT,Computer Science,4,Research Project,"Research Methodologies, Data Collection, Literature Review, Academic Writing, LaTeX"
SLIIT,Computer Science,4,Machine Learning,"Supervised Learning, Unsupervised Learning, scikit-learn, Feature Engineering, Model Evaluation"
SLIIT,Computer Science,4,Advanced Mathematics,"Problem Solving, Mathematical Modeling, Mathematical Reasoning"
SLIIT,Computer Science,4,Information Security,"Cryptography, Network Security, Penetration Testing, Security Protocols, Firewalls, IDS/IPS"
SLIIT,Computer Science,4,Modelling and Simulation of Sciences,"Data Analysis, Simulation, numerical methods"
SLIIT,Computer Science,4,Research Project,"Research Methodologies, Data Collection, Literature Review, Academic Writing, LaTeX"
SLIIT,Computer Science,4,Compiler Construction (Elective),"Lexical Analysis, Parsing, Code Generation, Compiler Design, Syntax Trees"
SLIIT,Computer Science,4,Image Processing and Computer Vision (Elective),"OpenCV, Image Filtering, Edge Detection, Object Detection, Feature Extraction, Image Segmentation"
SLIIT,Computer Science,4,Deep Learning (Elective),"Problem Solving, Computer Science Fundamentals, Analytical Thinking"
SLIIT,Computer Science,4,Robotics (Elective),"ROS, Robot Kinematics, Path Planning, Computer Vision for Robotics, Sensor Fusion, Control Systems"
SLIIT,Data Science,1,Introduction to Programming,"Programming, Problem Solving, Code Design, Algorithm Implementation"
SLIIT,Data Science,1,Data Communication Networks,"Network Protocols, Network Design, Communication, TCP/IP, Routing, Switching, Wireshark, Presentation Skills, Professional Writing"
SLIIT,Data Science,1,Mathematics for Computing,"Problem Solving, Mathematical Modeling, Mathematical Reasoning"
SLIIT,Data Science,1,Fundamentals of Computing,"Problem Solving, Computer Science Fundamentals, Analytical Thinking"
SLIIT,Data Science,1,Discrete Mathematics,"Set Theory, Logic, Combinatorics, Graph Theory Basics, Discrete Structures"
SLIIT,Data Science,1,Data Structures and Algorithms,"Arrays, Linked Lists, Trees, Graphs, Sorting, Searching, Hash Tables, Complexity Analysis"
SLIIT,Data Science,1,Software Engineering,"Software Design, Code Review, Documentation, SDLC, Requirements Engineering"
SLIIT,Data Science,1,Technical Writing,"Technical Documentation, Report Writing, Technical Communication"
SLIIT,Data Science,2,Probability and Statistics,"Data Analysis, Statistical Methods, Data Interpretation, Exploratory Data Analysis"
SLIIT,Data Science,2,Object Oriented Programming,"Design Patterns, OOP Design, Inheritance, Polymorphism, Encapsulation"
SLIIT,Data Science,2,Operating Systems & System Administration,"Team Management, Process Management, Memory Management, Scheduling, Deadlock Prevention, Linux/Unix"
SLIIT,Data Science,2,Database Design and Development,"SQL, Database Design, Normalization, ER Diagrams, CRUD Operations, Relational Algebra"
SLIIT,Data Science,2,Artificial Intelligence & Machine Learning,"Supervised Learning, Unsupervised Learning, scikit-learn, Feature Engineering, Model Evaluation"
SLIIT,Data Science,2,IT Project,"Git, Documentation, Project Planning, Team Collaboration, Presentation Skills"
SLIIT,Data Science,2,Web and Mobile Technologies,"HTML, CSS, JavaScript, Kotlin, Swift, Frontend Development, jQuery, Bootstrap, Android Studio, Mobile UI/UX, Mobile Architecture, App Deployment"
SLIIT,Data Science,2,Professional Skills,"Communication, Technical Writing, Teamwork, Professional Conduct"
SLIIT,Data Science,3,Industry Economics & Management,"Cost-Benefit Analysis, Economic Modeling, Financial Accounting, Budget Management"
SLIIT,Data Science,3,Statistical Modelling,"Data Analysis, Statistical Methods, Data Interpretation, Exploratory Data Analysis"
SLIIT,Data Science,3,Machine Learning,"Supervised Learning, Unsupervised Learning, scikit-learn, Feature Engineering, Model Evaluation"
SLIIT,Data Science,3,Data Warehousing and Business Intelligence,"Project Management, Strategic Planning, Business Intelligence, Stakeholder Management"
SLIIT,Data Science,3,Industry Training,"Supervised Learning, Unsupervised Learning, scikit-learn, Feature Engineering, Model Evaluation, Industry Practices, Professional Experience, Workplace Skills, Applied Learning"
SLIIT,Data Science,3,Deep Learning,"Problem Solving, Computer Science Fundamentals, Analytical Thinking"
SLIIT,Data Science,3,Cloud Data Analytics,"Data Analysis, Statistical Methods, Data Interpretation, Exploratory Data Analysis"
SLIIT,Data Science,3,Research Methods,"Research Methodologies, Data Collection, Literature Review, Academic Writing, LaTeX"
SLIIT,Data Science,4,Research Project - I,"Research Methodologies, Data Collection, Literature Review, Academic Writing, LaTeX"
SLIIT,Data Science,4,Modern Topics in Data Science,"Data Analysis, Statistical Methods, Data Interpretation, Exploratory Data Analysis"
SLIIT,Data Science,4,Natural Language Processing,"Communication, Presentation Skills, Professional Writing"
SLIIT,Data Science,4,Software Engineering Concepts,"Software Design, Code Review, Documentation, SDLC, Requirements Engineering"
SLIIT,Data Science,4,Optimization Methods,"Problem Solving, Computer Science Fundamentals, Analytical Thinking"
SLIIT,Data Science,4,Research Project - II,"Research Methodologies, Data Collection, Literature Review, Academic Writing, LaTeX"
SLIIT,Data Science,4,"Data Governance, Privacy and Security","Cryptography, Network Security, Penetration Testing, Security Protocols, Firewalls, IDS/IPS"
SLIIT,Data Science,4,Database Implementation and Administration,"SQL, Database Design, Normalization, ER Diagrams, CRUD Operations, Relational Algebra"
SLIIT,Data Science,4,MLOps for Data Analytics,"Data Analysis, Statistical Methods, Data Interpretation, Exploratory Data Analysis, Supervised Learning, Unsupervised Learning, scikit-learn, Feature Engineering, Model Evaluation"
SLIIT,Cyber Security,1,Introduction to Programming,"Programming, Problem Solving, Code Design, Algorithm Implementation"
SLIIT,Cyber Security,1,Data Communication Networks,"Network Protocols, Network Design, Communication, TCP/IP, Routing, Switching, Wireshark, Presentation Skills, Professional Writing"
SLIIT,Cyber Security,1,Mathematics for Computing,"Problem Solving, Mathematical Modeling, Mathematical Reasoning"
SLIIT,Cyber Security,1,Fundamentals of Computing,"Problem Solving, Computer Science Fundamentals, Analytical Thinking"
SLIIT,Cyber Security,1,Discrete Mathematics,"Set Theory, Logic, Combinatorics, Graph Theory Basics, Discrete Structures"
SLIIT,Cyber Security,1,Data Structures and Algorithms,"Arrays, Linked Lists, Trees, Graphs, Sorting, Searching, Hash Tables, Complexity Analysis"
SLIIT,Cyber Security,1,Software Engineering,"Software Design, Code Review, Documentation, SDLC, Requirements Engineering"
SLIIT,Cyber Security,1,Technical Writing,"Technical Documentation, Report Writing, Technical Communication"
SLIIT,Cyber Security,2,Probability and Statistics,"Data Analysis, Statistical Methods, Data Interpretation, Exploratory Data Analysis"
SLIIT,Cyber Security,2,Object Oriented Programming,"Design Patterns, OOP Design, Inheritance, Polymorphism, Encapsulation"
SLIIT,Cyber Security,2,Operating Systems & System Administration,"Team Management, Process Management, Memory Management, Scheduling, Deadlock Prevention, Linux/Unix"
SLIIT,Cyber Security,2,Database Design and Development,"SQL, Database Design, Normalization, ER Diagrams, CRUD Operations, Relational Algebra"
SLIIT,Cyber Security,2,Artificial Intelligence & Machine Learning,"Supervised Learning, Unsupervised Learning, scikit-learn, Feature Engineering, Model Evaluation"
SLIIT,Cyber Security,2,Introduction to Cyber Security,"Cryptography, Network Security, Penetration Testing, Security Protocols, Firewalls, IDS/IPS"
SLIIT,Cyber Security,2,Network Programming,"Programming, Problem Solving, Network Protocols, Network Design, Code Design, Algorithm Implementation, TCP/IP, Routing, Switching, Wireshark"
SLIIT,Cyber Security,2,Professional Skills,"Communication, Technical Writing, Teamwork, Professional Conduct"
SLIIT,Cyber Security,3,Industry Economics & Management,"Cost-Benefit Analysis, Economic Modeling, Financial Accounting, Budget Management"
SLIIT,Cyber Security,3,Network Security,"Cryptography, Network Security, Penetration Testing, Security Protocols, Firewalls, IDS/IPS"
SLIIT,Cyber Security,3,Vulnerability Assessment & Penetration Testing,"Problem Solving, Computer Science Fundamentals, Analytical Thinking"
SLIIT,Cyber Security,3,DevOps Security,"Cryptography, Network Security, Penetration Testing, Security Protocols, Firewalls, IDS/IPS"
SLIIT,Cyber Security,3,Industry Training,"Supervised Learning, Unsupervised Learning, scikit-learn, Feature Engineering, Model Evaluation, Industry Practices, Professional Experience, Workplace Skills, Applied Learning"
SLIIT,Cyber Security,3,Cryptography,"Cryptography, Network Security, Penetration Testing, Security Protocols, Firewalls, IDS/IPS"
SLIIT,Cyber Security,3,Ethical Hacking & Cyber Ops,"Problem Solving, Computer Science Fundamentals, Analytical Thinking"
SLIIT,Cyber Security,3,Research Methods,"Research Methodologies, Data Collection, Literature Review, Academic Writing, LaTeX"
SLIIT,Cyber Security,4,Research Project - I,"Research Methodologies, Data Collection, Literature Review, Academic Writing, LaTeX"
SLIIT,Cyber Security,4,"Governance, Risk Management & Compliance","Project Management, Strategic Planning, Business Intelligence, Stakeholder Management"
SLIIT,Cyber Security,4,Data & Systems Security,"Cryptography, Network Security, Penetration Testing, Security Protocols, Firewalls, IDS/IPS"
SLIIT,Cyber Security,4,Secure Software Engineering,"Software Design, Code Review, Documentation, SDLC, Requirements Engineering"
SLIIT,Cyber Security,4,Cyber Law & Ethics,"Data Privacy, Ethical AI, GDPR, Professional Ethics, Responsible Computing"
SLIIT,Cyber Security,4,Research Project - II,"Research Methodologies, Data Collection, Literature Review, Academic Writing, LaTeX"
SLIIT,Cyber Security,4,Digital Forensics,"Digital Forensics, Incident Response, Boolean Algebra, Logic Gates, Sequential Circuits, Combinational Circuits, VHDL, Evidence Collection, Forensic Tools, Chain of Custody"
SLIIT,Cyber Security,4,Virtualization & Cloud Security,"Cryptography, Network Security, Penetration Testing, Security Protocols, Firewalls, IDS/IPS"
SLIIT,Cyber Security,4,Internet of Things,"Arduino, Raspberry Pi, IoT Protocols, MQTT, Sensor Integration, Edge Computing"
UOK,Data Science,1,Mathematics for Computer Science I,"Problem Solving, Mathematical Modeling, Mathematical Reasoning"
UOK,Data Science,1,Fundamentals of Statistics,"Data Analysis, Statistical Methods, Data Interpretation, Exploratory Data Analysis"
UOK,Data Science,1,Structured Programming I,"Programming, Problem Solving, Code Design, Algorithm Implementation"
UOK,Data Science,1,Fundamentals of Digital Electronics,"Boolean Algebra, Logic Gates, Sequential Circuits, Combinational Circuits, VHDL"
UOK,Data Science,1,Web Fundamentals,"HTML, CSS, JavaScript, Frontend Development, jQuery, Bootstrap"
UOK,Data Science,1,Introduction to Database Management Systems,"SQL, Database Design, Project Management, Strategic Planning, Business Intelligence, Stakeholder Management, Normalization, ER Diagrams, CRUD Operations, Relational Algebra"
UOK,Data Science,1,English for Computing and Technology,"Problem Solving, Computer Science Fundamentals, Analytical Thinking"
UOK,Data Science,1,Mathematics for Computer Science II,"Problem Solving, Mathematical Modeling, Mathematical Reasoning"
UOK,Data Science,1,Probability Distribution and Applications,"interpreting data, predicting outcomes, assessing risk"
UOK,Data Science,1,Computer Architecture and Design,"Instruction Set Architecture, Pipelining, Cache Memory, CPU Design, Performance Metrics"
UOK,Data Science,1,Structured Programming II,"Programming, Problem Solving, Code Design, Algorithm Implementation"
UOK,Data Science,1,Fundamentals of Operating Systems,"Team Management, Process Management, Memory Management, Scheduling, Deadlock Prevention, Linux/Unix"
UOK,Data Science,1,Web Programming,"Programming, Problem Solving, HTML, CSS, JavaScript, Code Design, Algorithm Implementation, Frontend Development, jQuery, Bootstrap"
UOK,Data Science,1,Software Engineering,"Software Design, Code Review, Documentation, SDLC, Requirements Engineering"
UOK,Data Science,2,Statistics in Two-Dimensional Random Variable,"R, Statistical Analysis, ggplot2, dplyr, tidyr, RStudio"
UOK,Data Science,2,Data Communication and Networks,"Network Protocols, Network Design, Communication, TCP/IP, Routing, Switching, Wireshark, Presentation Skills, Professional Writing"
UOK,Data Science,2,Data Structures and Algorithms,"Arrays, Linked Lists, Trees, Graphs, Sorting, Searching, Hash Tables, Complexity Analysis"
UOK,Data Science,2,Object-Oriented Analysis and Design,"UML, encapsulation, Polymorphism, Abstration, Inheritance"
UOK,Data Science,2,Python Programming,"Python, NumPy, Pandas, pip, Virtual Environments"
UOK,Data Science,2,Advanced Database Management Systems,"Project Management, Strategic Planning, Business Intelligence, Stakeholder Management, Query Optimization, Indexing, Transaction Management, NoSQL, Database Tuning"
UOK,Data Science,2,Group Project,"Git, Documentation, Project Planning, Team Collaboration, Presentation Skills"
UOK,Data Science,2,English for the World,"Problem Solving, Computer Science Fundamentals, Analytical Thinking"
UOK,Data Science,2,Principles of Management,"Project Management, Strategic Planning, Business Intelligence, Stakeholder Management"
UOK,Data Science,2,Statistical Inference and Decision Making,"Data Analysis, Statistical Methods, Data Interpretation, Exploratory Data Analysis"
UOK,Data Science,2,Advanced Operating Systems,"Kernel Development, Virtual Memory, File Systems, I/O Systems, OS Internals"
UOK,Data Science,2,Object-Oriented Programming,"OOP Concepts, OOD, Encapsulation, Polymorphism, Inheritance"
UOK,Data Science,2,Visual Programming,"Programming, Problem Solving, Code Design, Algorithm Implementation"
UOK,Data Science,2,Introduction to Artificial Intelligence,"Supervised Learning, Unsupervised Learning, scikit-learn, Feature Engineering, Model Evaluation"
UOK,Data Science,2,Introduction to Cyber Security,"Cryptography, Network Security, Penetration Testing, Security Protocols, Firewalls, IDS/IPS"
UOK,Data Science,2,Mobile Application Development,"Kotlin, Swift, Android Studio, Mobile UI/UX, Mobile Architecture, App Deployment"
UOK,Data Science,2,Embedded Systems,"Arduino, Raspberry Pi, IoT Protocols, MQTT, Sensor Integration, Edge Computing"
UOK,Data Science,2,Human Resource Management,"Risk Management, Client Management, Organizational Behavior, Performance Management"
UOK,Data Science,3,Mathematics for Computer Science III,"Problem Solving, Mathematical Modeling, Mathematical Reasoning"
UOK,Data Science,3,Human Computer Interaction,"UI/UX Design, Usability Testing, Prototyping, User Research, Interaction Design, Figma"
UOK,Data Science,3,Machine Learning and Pattern Recognition,"Supervised Learning, Unsupervised Learning, scikit-learn, Feature Engineering, Model Evaluation"
