title,technical_skills,tools,all_skills
Data Scientist,"['data visualization', 'feature engineering', 'deep learning', 'model evaluation']","['jupyter', 'pytorch', 'pandas', 'tensorflow']","['data visualization', 'feature engineering', 'deep learning', 'model evaluation', 'jupyter', 'pytorch', 'pandas', 'tensorflow']"
Data Scientist,"['machine learning', 'deep learning', 'time series', 'feature engineering', 'statistics', 'model evaluation']","['jupyter', 'pytorch', 'pandas', 'numpy', 'python']","['machine learning', 'deep learning', 'time series', 'feature engineering', 'statistics', 'model evaluation', 'jupyter', 'pytorch', 'pandas', 'numpy', 'python']"
Data Analyst,"['data cleaning', 'business analytics', 'sql', 'dashboarding']","['tableau', 'excel', 'sql', 'power bi', 'python']","['data cleaning', 'business analytics', 'sql', 'dashboarding', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Analyst,"['data cleaning', 'data analysis', 'sql', 'dashboarding']","['tableau', 'excel', 'sql', 'power bi', 'python']","['data cleaning', 'data analysis', 'sql', 'dashboarding', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Scientist,"['machine learning', 'deep learning', 'data visualization', 'time series']","['numpy', 'jupyter', 'scikit-learn', 'pytorch']","['machine learning', 'deep learning', 'data visualization', 'time series', 'numpy', 'jupyter', 'scikit-learn', 'pytorch']"
Data Scientist,"['machine learning', 'python', 'azure']","['azure', 'aws']","['machine learning', 'python', 'azure', 'azure', 'aws']"
Data Scientist,"['machine learning', 'deep learning', 'data visualization', 'model evaluation']","['numpy', 'scikit-learn', 'python', 'tensorflow']","['machine learning', 'deep learning', 'data visualization', 'model evaluation', 'numpy', 'scikit-learn', 'python', 'tensorflow']"
Data Scientist,"['machine learning', 'data visualization', 'nlp', 'feature engineering', 'statistics']","['jupyter', 'pytorch', 'python', 'pandas']","['machine learning', 'data visualization', 'nlp', 'feature engineering', 'statistics', 'jupyter', 'pytorch', 'python', 'pandas']"
Data Scientist,"['machine learning', 'python', 'pandas', 'sql']","['jupyter', 'pytorch', 'scikit-learn', 'numpy', 'python']","['machine learning', 'python', 'pandas', 'sql', 'jupyter', 'pytorch', 'scikit-learn', 'numpy', 'python']"
Data Scientist,"['machine learning', 'data visualization', 'deep learning', 'time series', 'feature engineering']","['numpy', 'pytorch', 'python', 'tensorflow']","['machine learning', 'data visualization', 'deep learning', 'time series', 'feature engineering', 'numpy', 'pytorch', 'python', 'tensorflow']"
Data Scientist,"['machine learning', 'python', 'apache spark', 'sql']","['aws', 'tableau']","['machine learning', 'python', 'apache spark', 'sql', 'aws', 'tableau']"
Data Analyst,"['business analytics', 'sql', 'data cleaning', 'data analysis', 'dashboarding']","['tableau', 'excel', 'sql', 'power bi', 'python']","['business analytics', 'sql', 'data cleaning', 'data analysis', 'dashboarding', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Analyst,"['business analytics', 'sql', 'data cleaning', 'data analysis', 'dashboarding']","['tableau', 'excel', 'sql', 'power bi', 'python']","['business analytics', 'sql', 'data cleaning', 'data analysis', 'dashboarding', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Scientist,"['machine learning', 'pandas', 'tensorflow', 'azure', 'python']","['hadoop', 'azure']","['machine learning', 'pandas', 'tensorflow', 'azure', 'python', 'hadoop', 'azure']"
Data Scientist,"['data visualization', 'feature engineering', 'nlp', 'time series']","['scikit-learn', 'pytorch', 'python', 'tensorflow']","['data visualization', 'feature engineering', 'nlp', 'time series', 'scikit-learn', 'pytorch', 'python', 'tensorflow']"
Data Analyst,"['python', 'sql', 'azure']","['python', 'sql', 'power bi', 'tableau']","['python', 'sql', 'azure', 'python', 'sql', 'power bi', 'tableau']"
Data Scientist,"['machine learning', 'python', 'sql']","['numpy', 'scikit-learn', 'pytorch', 'pandas']","['machine learning', 'python', 'sql', 'numpy', 'scikit-learn', 'pytorch', 'pandas']"
Data Scientist,"['machine learning', 'python', 'pyspark']","['jupyter', 'python', 'pandas']","['machine learning', 'python', 'pyspark', 'jupyter', 'python', 'pandas']"
Data Scientist,"['machine learning', 'pandas', 'pyspark', 'sql', 'numpy', 'python']","['git', 'aws']","['machine learning', 'pandas', 'pyspark', 'sql', 'numpy', 'python', 'git', 'aws']"
Data Scientist,"['machine learning', 'pytorch', 'deep learning', 'tensorflow', 'python']","['jupyter', 'pytorch', 'pandas']","['machine learning', 'pytorch', 'deep learning', 'tensorflow', 'python', 'jupyter', 'pytorch', 'pandas']"
Data Scientist,"['machine learning', 'pytorch', 'deep learning', 'sql', 'tensorflow', 'azure', 'python']","['hadoop', 'azure', 'gcp', 'tableau']","['machine learning', 'pytorch', 'deep learning', 'sql', 'tensorflow', 'azure', 'python', 'hadoop', 'azure', 'gcp', 'tableau']"
Data Scientist,"['machine learning', 'pytorch', 'sql', 'tensorflow', 'azure', 'python']","['hadoop', 'azure', 'aws', 'tableau']","['machine learning', 'pytorch', 'sql', 'tensorflow', 'azure', 'python', 'hadoop', 'azure', 'aws', 'tableau']"
Data Scientist,"['machine learning', 'pytorch', 'sql', 'tensorflow', 'azure', 'python']","['hadoop', 'azure', 'aws', 'tableau']","['machine learning', 'pytorch', 'sql', 'tensorflow', 'azure', 'python', 'hadoop', 'azure', 'aws', 'tableau']"
Data Analyst,"['business analytics', 'sql', 'data cleaning', 'data analysis', 'dashboarding']","['excel', 'power bi', 'python', 'tableau']","['business analytics', 'sql', 'data cleaning', 'data analysis', 'dashboarding', 'excel', 'power bi', 'python', 'tableau']"
Data Scientist,"['machine learning', 'pytorch', 'sql', 'tensorflow', 'azure', 'python']","['hadoop', 'azure', 'aws', 'tableau']","['machine learning', 'pytorch', 'sql', 'tensorflow', 'azure', 'python', 'hadoop', 'azure', 'aws', 'tableau']"
Data Analyst,"['business analytics', 'sql', 'data cleaning', 'data analysis', 'dashboarding']","['tableau', 'excel', 'sql', 'power bi', 'python']","['business analytics', 'sql', 'data cleaning', 'data analysis', 'dashboarding', 'tableau', 'excel', 'sql', 'power bi', 'python']"
Data Scientist,"['machine learning', 'pytorch', 'sql', 'tensorflow', 'azure', 'python']","['hadoop', 'azure', 'aws', 'tableau']","['machine learning', 'pytorch', 'sql', 'tensorflow', 'azure', 'python', 'hadoop', 'azure', 'aws', 'tableau']"
Data Analyst,"['business analytics', 'sql', 'data cleaning', 'data analysis', 'dashboarding']","['excel', 'power bi', 'sql']","['business analytics', 'sql', 'data cleaning', 'data analysis', 'dashboarding', 'excel', 'power bi', 'sql']"
Data Analyst,"['business analytics', 'sql', 'data cleaning', 'data analysis', 'dashboarding']","['python', 'sql', 'tableau']","['business analytics', 'sql', 'data cleaning', 'data analysis', 'dashboarding', 'python', 'sql', 'tableau']"
Data Scientist,"['machine learning', 'pytorch', 'deep learning', 'sql', 'tensorflow', 'azure', 'python']","['hadoop', 'azure', 'gcp', 'tableau']","['machine learning', 'pytorch', 'deep learning', 'sql', 'tensorflow', 'azure', 'python', 'hadoop', 'azure', 'gcp', 'tableau']"
Data Scientist,"['machine learning', 'pytorch', 'sql', 'tensorflow', 'azure', 'python']","['hadoop', 'azure', 'aws', 'tableau']","['machine learning', 'pytorch', 'sql', 'tensorflow', 'azure', 'python', 'hadoop', 'azure', 'aws', 'tableau']"
Data Analyst,"['business analytics', 'sql', 'data cleaning', 'data analysis', 'dashboarding']","['power bi', 'sql', 'tableau']","['business analytics', 'sql', 'data cleaning', 'data analysis', 'dashboarding', 'power bi', 'sql', 'tableau']"
Data Scientist,"['machine learning', 'pytorch', 'deep learning', 'sql', 'tensorflow', 'azure', 'python']","['hadoop', 'azure', 'gcp', 'tableau']","['machine learning', 'pytorch', 'deep learning', 'sql', 'tensorflow', 'azure', 'python', 'hadoop', 'azure', 'gcp', 'tableau']"
Data Scientist,"['machine learning', 'pytorch', 'sql', 'tensorflow', 'azure', 'python']","['hadoop', 'azure', 'aws', 'tableau']","['machine learning', 'pytorch', 'sql', 'tensorflow', 'azure', 'python', 'hadoop', 'azure', 'aws', 'tableau']"
Data Analyst,"['business analytics', 'sql', 'data cleaning', 'data analysis', 'dashboarding']","['excel', 'python', 'sql', 'tableau']","['business analytics', 'sql', 'data cleaning', 'data analysis', 'dashboarding', 'excel', 'python', 'sql', 'tableau']"
Software Engineer,"['machine learning', 'pytorch', 'mysql', 'docker', 'deep learning', 'tensorflow', 'python']",['docker'],"['machine learning', 'pytorch', 'mysql', 'docker', 'deep learning', 'tensorflow', 'python', 'docker']"
Data Analyst,"['business analytics', 'sql', 'data cleaning', 'data analysis', 'dashboarding']","['excel', 'power bi', 'python']","['business analytics', 'sql', 'data cleaning', 'data analysis', 'dashboarding', 'excel', 'power bi', 'python']"
Data Scientist,"['machine learning', 'python']","['scikit-learn', 'pandas', 'matplotlib']","['machine learning', 'python', 'scikit-learn', 'pandas', 'matplotlib']"
Data Scientist,"['machine learning', 'spark', 'gcp', 'tensorflow', 'azure', 'python']","['jupyter', 'pandas', 'matplotlib']","['machine learning', 'spark', 'gcp', 'tensorflow', 'azure', 'python', 'jupyter', 'pandas', 'matplotlib']"
Data Scientist,"['python', 'cloud']","['jupyter', 'scikit-learn', 'python', 'matplotlib']","['python', 'cloud', 'jupyter', 'scikit-learn', 'python', 'matplotlib']"
Data Scientist,"['machine learning', 'python', 'aws', 'azure']","['jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'numpy']","['machine learning', 'python', 'aws', 'azure', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'numpy']"
Data Scientist,"['machine learning', 'deep learning', 'python']","['numpy', 'scikit-learn', 'pandas', 'matplotlib']","['machine learning', 'deep learning', 'python', 'numpy', 'scikit-learn', 'pandas', 'matplotlib']"
Data Scientist,"['machine learning', 'python']","['jupyter', 'scikit-learn', 'python', 'matplotlib']","['machine learning', 'python', 'jupyter', 'scikit-learn', 'python', 'matplotlib']"
Data Scientist,['machine learning'],"['numpy', 'scikit-learn', 'python']","['machine learning', 'numpy', 'scikit-learn', 'python']"
Data Scientist,"['machine learning', 'python', 'aws']","['scikit-learn', 'python', 'pandas', 'matplotlib']","['machine learning', 'python', 'aws', 'scikit-learn', 'python', 'pandas', 'matplotlib']"
Data Scientist,"['machine learning', 'data analysis', 'feature engineering', 'statistics', 'model evaluation']","['scikit-learn', 'pandas', 'matplotlib']","['machine learning', 'data analysis', 'feature engineering', 'statistics', 'model evaluation', 'scikit-learn', 'pandas', 'matplotlib']"
Data Scientist,"['machine learning', 'tableau', 'sql', 'gcp', 'azure', 'python']","['scikit-learn', 'pandas', 'matplotlib', 'numpy', 'python']","['machine learning', 'tableau', 'sql', 'gcp', 'azure', 'python', 'scikit-learn', 'pandas', 'matplotlib', 'numpy', 'python']"
Data Scientist,"['machine learning', 'python', 'java']","['jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'numpy']","['machine learning', 'python', 'java', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'numpy']"
Data Scientist,"['machine learning', 'python', 'sql']","['jupyter', 'python', 'matplotlib']","['machine learning', 'python', 'sql', 'jupyter', 'python', 'matplotlib']"
Data Scientist,['machine learning'],"['numpy', 'python', 'pandas']","['machine learning', 'numpy', 'python', 'pandas']"
Data Scientist,"['machine learning', 'sas', 'python']","['jupyter', 'pandas', 'matplotlib', 'numpy', 'python']","['machine learning', 'sas', 'python', 'jupyter', 'pandas', 'matplotlib', 'numpy', 'python']"
Data Scientist,['machine learning'],"['numpy', 'jupyter', 'scikit-learn', 'pandas']","['machine learning', 'numpy', 'jupyter', 'scikit-learn', 'pandas']"
Data Scientist,"['nosql', 'sql', 'azure', 'python', 'aws']","['jupyter', 'scikit-learn', 'pandas']","['nosql', 'sql', 'azure', 'python', 'aws', 'jupyter', 'scikit-learn', 'pandas']"
Data Scientist,"['machine learning', 'deep learning', 'python']","['git', 'jira']","['machine learning', 'deep learning', 'python', 'git', 'jira']"
Data Scientist,"['machine learning', 'data visualization', 'data analysis', 'feature engineering', 'statistics', 'model evaluation']","['jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'python']","['machine learning', 'data visualization', 'data analysis', 'feature engineering', 'statistics', 'model evaluation', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'python']"
Data Scientist,"['machine learning', 'tableau', 'excel', 'sql', 'python']","['excel', 'tableau']","['machine learning', 'tableau', 'excel', 'sql', 'python', 'excel', 'tableau']"
Data Scientist,"['machine learning', 'python', 'aws', 'azure']","['jupyter', 'pandas', 'matplotlib', 'numpy', 'python']","['machine learning', 'python', 'aws', 'azure', 'jupyter', 'pandas', 'matplotlib', 'numpy', 'python']"
Data Scientist,['machine learning'],"['scikit-learn', 'python', 'pandas']","['machine learning', 'scikit-learn', 'python', 'pandas']"
Data Scientist,"['sas', 'tableau']","['numpy', 'jupyter', 'pandas']","['sas', 'tableau', 'numpy', 'jupyter', 'pandas']"
Data Scientist,"['machine learning', 'data visualization', 'data analysis', 'statistics', 'model evaluation']","['numpy', 'jupyter', 'scikit-learn', 'matplotlib']","['machine learning', 'data visualization', 'data analysis', 'statistics', 'model evaluation', 'numpy', 'jupyter', 'scikit-learn', 'matplotlib']"
Data Scientist,"['cloud', 'java', 'sql', 'javascript', 'python']","['jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'numpy']","['cloud', 'java', 'sql', 'javascript', 'python', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'numpy']"
Data Scientist,"['machine learning', 'feature engineering', 'statistics', 'model evaluation']","['numpy', 'jupyter', 'matplotlib']","['machine learning', 'feature engineering', 'statistics', 'model evaluation', 'numpy', 'jupyter', 'matplotlib']"
Data Analyst,"['excel', 'python', 'tableau']","['excel', 'tableau']","['excel', 'python', 'tableau', 'excel', 'tableau']"
Data Scientist,"['machine learning', 'data visualization', 'feature engineering', 'statistics', 'model evaluation']","['jupyter', 'python', 'matplotlib']","['machine learning', 'data visualization', 'feature engineering', 'statistics', 'model evaluation', 'jupyter', 'python', 'matplotlib']"
Data Scientist,"['machine learning', 'data visualization', 'data analysis', 'feature engineering', 'statistics', 'model evaluation']","['jupyter', 'scikit-learn', 'pandas', 'numpy', 'python']","['machine learning', 'data visualization', 'data analysis', 'feature engineering', 'statistics', 'model evaluation', 'jupyter', 'scikit-learn', 'pandas', 'numpy', 'python']"
Data Scientist,"['sas', 'tableau']","['numpy', 'scikit-learn', 'python', 'matplotlib']","['sas', 'tableau', 'numpy', 'scikit-learn', 'python', 'matplotlib']"
Data Scientist,['machine learning'],"['jupyter', 'scikit-learn', 'pandas', 'numpy', 'python']","['machine learning', 'jupyter', 'scikit-learn', 'pandas', 'numpy', 'python']"
Data Scientist,"['machine learning', 'tableau', 'cloud', 'gcp', 'python']","['jupyter', 'pandas', 'matplotlib', 'numpy', 'python']","['machine learning', 'tableau', 'cloud', 'gcp', 'python', 'jupyter', 'pandas', 'matplotlib', 'numpy', 'python']"
Data Scientist,['machine learning'],"['jupyter', 'scikit-learn', 'python']","['machine learning', 'jupyter', 'scikit-learn', 'python']"
Data Scientist,['machine learning'],"['jupyter', 'python', 'pandas']","['machine learning', 'jupyter', 'python', 'pandas']"
Data Scientist,"['machine learning', 'python', 'sql']","['jupyter', 'pandas', 'matplotlib']","['machine learning', 'python', 'sql', 'jupyter', 'pandas', 'matplotlib']"
Data Scientist,"['machine learning', 'tableau', 'hadoop', 'tensorflow', 'power bi']","['power bi', 'tableau']","['machine learning', 'tableau', 'hadoop', 'tensorflow', 'power bi', 'power bi', 'tableau']"
Data Scientist,"['spark', 'hadoop', 'python', 'sql']","['jupyter', 'scikit-learn', 'pandas', 'numpy', 'python']","['spark', 'hadoop', 'python', 'sql', 'jupyter', 'scikit-learn', 'pandas', 'numpy', 'python']"
Data Scientist,"['machine learning', 'javascript', 'java']","['numpy', 'scikit-learn', 'pandas', 'matplotlib']","['machine learning', 'javascript', 'java', 'numpy', 'scikit-learn', 'pandas', 'matplotlib']"
Data Scientist,"['machine learning', 'data visualization', 'data analysis', 'feature engineering', 'statistics', 'model evaluation']","['jupyter', 'scikit-learn', 'matplotlib', 'numpy', 'python']","['machine learning', 'data visualization', 'data analysis', 'feature engineering', 'statistics', 'model evaluation', 'jupyter', 'scikit-learn', 'matplotlib', 'numpy', 'python']"
Data Scientist,"['machine learning', 'python']","['numpy', 'jupyter', 'scikit-learn', 'python']","['machine learning', 'python', 'numpy', 'jupyter', 'scikit-learn', 'python']"
Data Scientist,"['machine learning', 'python', 'aws']","['scikit-learn', 'pandas', 'matplotlib', 'numpy', 'python']","['machine learning', 'python', 'aws', 'scikit-learn', 'pandas', 'matplotlib', 'numpy', 'python']"
Data Scientist,"['machine learning', 'python', 'aws']","['numpy', 'jupyter', 'python', 'matplotlib']","['machine learning', 'python', 'aws', 'numpy', 'jupyter', 'python', 'matplotlib']"
Data Scientist,['machine learning'],"['jupyter', 'scikit-learn', 'matplotlib']","['machine learning', 'jupyter', 'scikit-learn', 'matplotlib']"
Data Scientist,"['machine learning', 'data visualization', 'data analysis', 'feature engineering', 'statistics', 'model evaluation']","['jupyter', 'scikit-learn', 'matplotlib', 'numpy', 'python']","['machine learning', 'data visualization', 'data analysis', 'feature engineering', 'statistics', 'model evaluation', 'jupyter', 'scikit-learn', 'matplotlib', 'numpy', 'python']"
Data Scientist,['power bi'],"['jupyter', 'pandas', 'matplotlib']","['power bi', 'jupyter', 'pandas', 'matplotlib']"
Data Scientist,"['machine learning', 'pytorch', 'spark', 'tensorflow']","['scikit-learn', 'pandas', 'matplotlib', 'numpy', 'python']","['machine learning', 'pytorch', 'spark', 'tensorflow', 'scikit-learn', 'pandas', 'matplotlib', 'numpy', 'python']"
Data Scientist,"['machine learning', 'cloud']","['numpy', 'jupyter', 'scikit-learn', 'pandas']","['machine learning', 'cloud', 'numpy', 'jupyter', 'scikit-learn', 'pandas']"
Data Scientist,"['machine learning', 'azure']","['python', 'pandas', 'matplotlib']","['machine learning', 'azure', 'python', 'pandas', 'matplotlib']"
Data Scientist,"['python', 'sql', 'tableau']","['jupyter', 'scikit-learn', 'pandas', 'numpy', 'python']","['python', 'sql', 'tableau', 'jupyter', 'scikit-learn', 'pandas', 'numpy', 'python']"
Data Scientist,"['machine learning', 'nosql', 'cloud', 'sql', 'python']","['numpy', 'jupyter', 'python', 'pandas']","['machine learning', 'nosql', 'cloud', 'sql', 'python', 'numpy', 'jupyter', 'python', 'pandas']"
Data Scientist,"['machine learning', 'feature engineering', 'statistics', 'model evaluation']","['jupyter', 'pandas', 'matplotlib', 'numpy', 'python']","['machine learning', 'feature engineering', 'statistics', 'model evaluation', 'jupyter', 'pandas', 'matplotlib', 'numpy', 'python']"
Data Scientist,"['sql', 'tableau', 'java']","['jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'numpy']","['sql', 'tableau', 'java', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'numpy']"
Data Scientist,"['machine learning', 'data visualization', 'data analysis', 'statistics', 'model evaluation']","['numpy', 'jupyter', 'python']","['machine learning', 'data visualization', 'data analysis', 'statistics', 'model evaluation', 'numpy', 'jupyter', 'python']"
Data Scientist,"['machine learning', 'python']","['jupyter', 'scikit-learn', 'matplotlib', 'numpy', 'python']","['machine learning', 'python', 'jupyter', 'scikit-learn', 'matplotlib', 'numpy', 'python']"
Data Scientist,"['machine learning', 'power bi', 'python', 'sql']","['numpy', 'jupyter', 'python', 'pandas']","['machine learning', 'power bi', 'python', 'sql', 'numpy', 'jupyter', 'python', 'pandas']"
Data Scientist,"['machine learning', 'sas']","['jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'python']","['machine learning', 'sas', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'python']"
Data Scientist,"['python', 'sql']","['scikit-learn', 'pandas', 'matplotlib', 'numpy', 'python']","['python', 'sql', 'scikit-learn', 'pandas', 'matplotlib', 'numpy', 'python']"
Data Scientist,"['machine learning', 'python', 'tensorflow']","['scikit-learn', 'pandas', 'matplotlib']","['machine learning', 'python', 'tensorflow', 'scikit-learn', 'pandas', 'matplotlib']"
Data Scientist,['machine learning'],"['scikit-learn', 'pandas', 'matplotlib']","['machine learning', 'scikit-learn', 'pandas', 'matplotlib']"
Data Scientist,"['cloud', 'python', 'aws', 'sql']","['scikit-learn', 'pandas', 'matplotlib', 'numpy', 'python']","['cloud', 'python', 'aws', 'sql', 'scikit-learn', 'pandas', 'matplotlib', 'numpy', 'python']"
Data Scientist,"['machine learning', 'feature engineering', 'statistics', 'model evaluation']","['scikit-learn', 'python', 'pandas']","['machine learning', 'feature engineering', 'statistics', 'model evaluation', 'scikit-learn', 'python', 'pandas']"
Data Scientist,"['machine learning', 'java']","['numpy', 'scikit-learn', 'python', 'matplotlib']","['machine learning', 'java', 'numpy', 'scikit-learn', 'python', 'matplotlib']"
Data Scientist,"['machine learning', 'python', 'sql']","['jupyter', 'pandas', 'matplotlib', 'numpy', 'python']","['machine learning', 'python', 'sql', 'jupyter', 'pandas', 'matplotlib', 'numpy', 'python']"
Data Scientist,"['machine learning', 'cloud', 'tableau']","['jupyter', 'python', 'matplotlib']","['machine learning', 'cloud', 'tableau', 'jupyter', 'python', 'matplotlib']"
Data Scientist,"['machine learning', 'data analysis', 'statistics', 'model evaluation']","['jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'python']","['machine learning', 'data analysis', 'statistics', 'model evaluation', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'python']"
Data Scientist,"['machine learning', 'python']","['jupyter', 'scikit-learn', 'pandas', 'numpy', 'python']","['machine learning', 'python', 'jupyter', 'scikit-learn', 'pandas', 'numpy', 'python']"
Data Scientist,"['machine learning', 'cloud']","['numpy', 'scikit-learn', 'matplotlib']","['machine learning', 'cloud', 'numpy', 'scikit-learn', 'matplotlib']"
Data Scientist,"['python', 'tableau']","['numpy', 'python', 'pandas']","['python', 'tableau', 'numpy', 'python', 'pandas']"
Data Scientist,"['machine learning', 'python', 'cloud']","['jupyter', 'scikit-learn', 'matplotlib', 'numpy', 'python']","['machine learning', 'python', 'cloud', 'jupyter', 'scikit-learn', 'matplotlib', 'numpy', 'python']"
Data Scientist,['sas'],"['jupyter', 'scikit-learn', 'matplotlib', 'numpy', 'python']","['sas', 'jupyter', 'scikit-learn', 'matplotlib', 'numpy', 'python']"
Data Scientist,['sas'],"['scikit-learn', 'python', 'pandas']","['sas', 'scikit-learn', 'python', 'pandas']"
Data Scientist,"['machine learning', 'python', 'sql']","['numpy', 'jupyter', 'python', 'pandas']","['machine learning', 'python', 'sql', 'numpy', 'jupyter', 'python', 'pandas']"
Data Scientist,"['machine learning', 'data visualization', 'data analysis', 'feature engineering', 'statistics', 'model evaluation']","['numpy', 'python', 'matplotlib']","['machine learning', 'data visualization', 'data analysis', 'feature engineering', 'statistics', 'model evaluation', 'numpy', 'python', 'matplotlib']"
Data Scientist,"['machine learning', 'java', 'deep learning', 'sql', 'python']","['jupyter', 'scikit-learn', 'matplotlib', 'numpy', 'python']","['machine learning', 'java', 'deep learning', 'sql', 'python', 'jupyter', 'scikit-learn', 'matplotlib', 'numpy', 'python']"
Data Scientist,"['machine learning', 'deep learning', 'spark']","['jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'numpy']","['machine learning', 'deep learning', 'spark', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'numpy']"
Data Scientist,"['python', 'docker', 'azure']","['jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'numpy']","['python', 'docker', 'azure', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'numpy']"
Data Scientist,"['machine learning', 'deep learning', 'pytorch']","['jupyter', 'pandas', 'matplotlib', 'numpy', 'python']","['machine learning', 'deep learning', 'pytorch', 'jupyter', 'pandas', 'matplotlib', 'numpy', 'python']"
Data Scientist,"['machine learning', 'sql']","['jupyter', 'scikit-learn', 'matplotlib', 'numpy', 'python']","['machine learning', 'sql', 'jupyter', 'scikit-learn', 'matplotlib', 'numpy', 'python']"
Data Scientist,['hadoop'],"['jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'numpy']","['hadoop', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'numpy']"
Data Scientist,"['python', 'sql']","['jupyter', 'scikit-learn', 'pandas', 'numpy', 'python']","['python', 'sql', 'jupyter', 'scikit-learn', 'pandas', 'numpy', 'python']"
Data Scientist,"['python', 'sql']","['jupyter', 'scikit-learn', 'pandas', 'numpy', 'python']","['python', 'sql', 'jupyter', 'scikit-learn', 'pandas', 'numpy', 'python']"
Data Scientist,['machine learning'],"['numpy', 'jupyter', 'scikit-learn']","['machine learning', 'numpy', 'jupyter', 'scikit-learn']"
Data Scientist,['machine learning'],"['numpy', 'jupyter', 'scikit-learn', 'matplotlib']","['machine learning', 'numpy', 'jupyter', 'scikit-learn', 'matplotlib']"
Data Scientist,"['machine learning', 'python']","['jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'numpy']","['machine learning', 'python', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'numpy']"
Data Scientist,"['python', 'aws', 'cloud']","['jupyter', 'scikit-learn', 'matplotlib', 'numpy', 'python']","['python', 'aws', 'cloud', 'jupyter', 'scikit-learn', 'matplotlib', 'numpy', 'python']"
Data Scientist,"['machine learning', 'python']","['numpy', 'jupyter', 'scikit-learn', 'python']","['machine learning', 'python', 'numpy', 'jupyter', 'scikit-learn', 'python']"
Data Scientist,"['machine learning', 'python']","['jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'python']","['machine learning', 'python', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'python']"
Data Scientist,"['machine learning', 'sql']","['numpy', 'python', 'pandas']","['machine learning', 'sql', 'numpy', 'python', 'pandas']"
Data Scientist,"['machine learning', 'python', 'tensorflow']","['jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'python']","['machine learning', 'python', 'tensorflow', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'python']"
Data Scientist,"['machine learning', 'python', 'cloud', 'azure']","['numpy', 'scikit-learn', 'pandas', 'python']","['machine learning', 'python', 'cloud', 'azure', 'numpy', 'scikit-learn', 'pandas', 'python']"
Data Scientist,"['gcp', 'aws']","['jupyter', 'scikit-learn', 'pandas', 'numpy', 'python']","['gcp', 'aws', 'jupyter', 'scikit-learn', 'pandas', 'numpy', 'python']"
Data Scientist,"['pytorch', 'python']","['jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'python']","['pytorch', 'python', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'python']"
Data Scientist,['machine learning'],"['jupyter', 'scikit-learn', 'matplotlib', 'numpy', 'python']","['machine learning', 'jupyter', 'scikit-learn', 'matplotlib', 'numpy', 'python']"
Data Scientist,"['python', 'aws']","['jupyter', 'scikit-learn', 'matplotlib', 'numpy', 'python']","['python', 'aws', 'jupyter', 'scikit-learn', 'matplotlib', 'numpy', 'python']"
Data Scientist,"['python', 'javascript', 'java']","['numpy', 'pandas', 'matplotlib']","['python', 'javascript', 'java', 'numpy', 'pandas', 'matplotlib']"
Data Scientist,['aws'],"['jupyter', 'python', 'pandas']","['aws', 'jupyter', 'python', 'pandas']"
Data Scientist,"['python', 'aws', 'java']","['jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'python']","['python', 'aws', 'java', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'python']"
Data Scientist,"['hadoop', 'python', 'cloud']","['jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'numpy']","['hadoop', 'python', 'cloud', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'numpy']"
Data Scientist,['machine learning'],"['numpy', 'jupyter', 'python', 'matplotlib']","['machine learning', 'numpy', 'jupyter', 'python', 'matplotlib']"
