title,all_skills
Data Scientist,"['machine learning', 'python', 'cloud', 'azure', 'numpy', 'jupyter', 'scikit-learn', 'python']"
Data Scientist,"['machine learning', 'data visualization', 'data analysis', 'feature engineering', 'statistics', 'model evaluation', 'jupyter', 'scikit-learn', 'python']"
Data Scientist,"['sas', 'numpy', 'jupyter', 'scikit-learn', 'matplotlib']"
Data Scientist,"['power bi', 'sas', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'numpy']"
Data Scientist,"['spark', 'sas', 'python', 'jupyter', 'scikit-learn', 'python', 'pandas']"
Data Scientist,"['machine learning', 'data visualization', 'data analysis', 'feature engineering', 'statistics', 'model evaluation', 'numpy', 'scikit-learn', 'python']"
Data Scientist,"['machine learning', 'python', 'sql', 'jupyter', 'scikit-learn', 'python']"
Data Scientist,"['machine learning', 'scikit-learn', 'python', 'matplotlib']"
Data Scientist,"['data visualization', 'data analysis', 'feature engineering', 'statistics', 'model evaluation', 'scikit-learn', 'python', 'matplotlib']"
Data Scientist,"['machine learning', 'numpy', 'scikit-learn', 'pandas', 'python']"
Data Scientist,"['machine learning', 'tensorflow', 'numpy', 'jupyter', 'scikit-learn', 'python']"
Data Scientist,"['machine learning', 'python', 'sql', 'scikit-learn', 'pandas', 'matplotlib', 'numpy', 'python']"
Data Scientist,"['machine learning', 'python', 'jupyter', 'scikit-learn', 'pandas']"
Data Scientist,"['machine learning', 'nosql', 'deep learning', 'sql', 'tensorflow', 'numpy', 'pandas', 'matplotlib']"
Data Scientist,"['machine learning', 'sas', 'python', 'sql', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'python']"
Data Scientist,"['machine learning', 'cloud', 'tableau', 'matplotlib', 'scikit-learn', 'pandas', 'python']"
Data Scientist,"['machine learning', 'data visualization', 'data analysis', 'feature engineering', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'python']"
Data Scientist,"['machine learning', 'spark', 'mongodb', 'hadoop', 'deep learning', 'python', 'numpy', 'scikit-learn', 'python', 'pandas']"
Data Scientist,"['machine learning', 'hadoop', 'java', 'jupyter', 'pandas', 'matplotlib', 'numpy', 'python']"
Data Scientist,"['hadoop', 'java', 'numpy', 'python', 'pandas', 'matplotlib']"
Data Scientist,"['machine learning', 'hadoop', 'java', 'numpy', 'jupyter', 'scikit-learn', 'matplotlib']"
Data Scientist,"['machine learning', 'deep learning', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'numpy']"
Data Scientist,"['machine learning', 'deep learning', 'aws', 'jupyter', 'pandas', 'matplotlib']"
Data Scientist,"['python', 'sql', 'tableau', 'jupyter', 'pandas', 'matplotlib']"
Data Scientist,"['machine learning', 'cloud', 'azure', 'python', 'aws', 'numpy', 'scikit-learn', 'python', 'matplotlib']"
Data Scientist,"['mongodb', 'python', 'numpy', 'scikit-learn', 'pandas', 'python']"
Data Scientist,"['pytorch', 'python', 'tensorflow', 'scikit-learn', 'pandas', 'matplotlib', 'numpy', 'python']"
Data Scientist,"['python', 'sql', 'jupyter', 'scikit-learn', 'matplotlib', 'numpy', 'python']"
Data Scientist,"['machine learning', 'tableau', 'cloud', 'python', 'aws', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'numpy']"
Data Scientist,"['machine learning', 'python', 'numpy', 'jupyter', 'pandas']"
Data Scientist,"['pytorch', 'python', 'tensorflow', 'jupyter', 'pandas', 'matplotlib', 'numpy', 'python']"
Data Scientist,"['machine learning', 'azure', 'numpy', 'jupyter', 'python', 'matplotlib']"
Data Scientist,"['machine learning', 'python', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib']"
Data Scientist,"['pytorch', 'python', 'numpy', 'jupyter', 'scikit-learn', 'matplotlib']"
Data Scientist,"['machine learning', 'jupyter', 'scikit-learn', 'python', 'pandas']"
Data Scientist,"['python', 'aws', 'cloud', 'azure', 'numpy', 'jupyter', 'pandas', 'matplotlib']"
Data Scientist,"['sql', 'numpy', 'jupyter', 'scikit-learn', 'matplotlib']"
Data Scientist,"['machine learning', 'python', 'sql', 'jupyter', 'scikit-learn', 'python', 'matplotlib']"
Data Scientist,"['machine learning', 'python', 'tensorflow', 'scikit-learn', 'python', 'matplotlib']"
Data Scientist,"['python', 'aws', 'cloud', 'tableau', 'jupyter', 'scikit-learn', 'python']"
Data Scientist,"['machine learning', 'python', 'tensorflow', 'jupyter', 'scikit-learn', 'pandas', 'numpy', 'python']"
Data Scientist,"['machine learning', 'python', 'numpy', 'scikit-learn', 'pandas', 'matplotlib']"
Data Scientist,"['pytorch', 'matplotlib', 'scikit-learn', 'python', 'pandas']"
Data Scientist,"['machine learning', 'jupyter', 'scikit-learn', 'python', 'matplotlib']"
Data Scientist,"['machine learning', 'data visualization', 'data analysis', 'feature engineering', 'model evaluation', 'jupyter', 'scikit-learn', 'pandas', 'python']"
Data Scientist,"['spark', 'python', 'pandas', 'python', 'matplotlib']"
Data Scientist,"['machine learning', 'deep learning', 'python', 'spark', 'numpy', 'jupyter', 'pandas', 'matplotlib']"
Data Scientist,"['machine learning', 'spark', 'cloud', 'azure', 'aws', 'jupyter', 'scikit-learn', 'pandas']"
Data Scientist,"['machine learning', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'python']"
Data Scientist,"['machine learning', 'deep learning', 'mongodb', 'sql', 'scikit-learn', 'pandas', 'matplotlib']"
Data Scientist,"['python', 'numpy', 'jupyter', 'scikit-learn', 'pandas']"
Data Scientist,"['machine learning', 'spark', 'cloud', 'azure', 'aws', 'matplotlib', 'python', 'pandas']"
Data Scientist,"['machine learning', 'jupyter', 'scikit-learn', 'matplotlib', 'numpy', 'python']"
Data Scientist,"['machine learning', 'data visualization', 'feature engineering', 'statistics', 'model evaluation', 'jupyter', 'pandas', 'matplotlib']"
Data Scientist,"['machine learning', 'jupyter', 'python', 'matplotlib']"
Data Scientist,"['machine learning', 'data visualization', 'data analysis', 'feature engineering', 'statistics', 'model evaluation', 'numpy', 'pandas', 'matplotlib']"
Data Scientist,"['machine learning', 'mongodb', 'jupyter', 'scikit-learn', 'pandas']"
Data Scientist,"['python', 'aws', 'cloud', 'tableau', 'numpy', 'jupyter', 'python', 'matplotlib']"
Data Scientist,"['machine learning', 'python', 'javascript', 'java', 'jupyter', 'python', 'matplotlib']"
Data Scientist,"['machine learning', 'python', 'jupyter', 'scikit-learn', 'python']"
Data Scientist,"['machine learning', 'python', 'javascript', 'java', 'numpy', 'jupyter', 'pandas']"
Data Scientist,"['machine learning', 'deep learning', 'python', 'scikit-learn', 'python', 'matplotlib']"
Data Scientist,"['machine learning', 'python', 'java', 'matplotlib', 'scikit-learn', 'pandas', 'python']"
Data Scientist,"['sas', 'python', 'scikit-learn', 'python', 'matplotlib']"
Data Scientist,"['azure', 'jupyter', 'scikit-learn', 'pandas', 'numpy', 'python']"
Data Scientist,"['excel', 'power bi', 'sql', 'excel', 'power bi']"
Data Scientist,"['machine learning', 'python', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'python']"
Data Scientist,"['machine learning', 'sas', 'jupyter', 'python', 'matplotlib']"
Data Scientist,"['machine learning', 'power bi', 'sql', 'tableau', 'power bi', 'tableau']"
Data Scientist,"['nosql', 'mongodb', 'sql', 'numpy', 'scikit-learn', 'matplotlib']"
Data Scientist,"['machine learning', 'python', 'java', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'python']"
Data Scientist,"['machine learning', 'jupyter', 'python', 'pandas']"
Data Scientist,"['machine learning', 'data visualization', 'data analysis', 'feature engineering', 'statistics', 'model evaluation', 'numpy', 'python', 'pandas']"
Data Scientist,"['machine learning', 'data analysis', 'statistics', 'model evaluation', 'numpy', 'python', 'pandas', 'scikit-learn']"
Data Scientist,"['python', 'sql', 'java', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'numpy']"
Data Scientist,"['machine learning', 'python', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib']"
Data Scientist,"['python', 'sql', 'numpy', 'scikit-learn', 'pandas']"
Data Scientist,"['data visualization', 'data analysis', 'statistics', 'model evaluation', 'jupyter', 'scikit-learn', 'matplotlib']"
Data Scientist,"['machine learning', 'python', 'sql', 'numpy', 'jupyter', 'scikit-learn', 'pandas']"
Data Scientist,"['machine learning', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'python']"
Data Scientist,"['hadoop', 'scikit-learn', 'pandas', 'matplotlib', 'numpy', 'python']"
Data Scientist,"['machine learning', 'python', 'cloud', 'numpy', 'jupyter', 'scikit-learn']"
Data Scientist,"['machine learning', 'python', 'numpy', 'jupyter', 'pandas', 'matplotlib']"
Data Scientist,"['sas', 'javascript', 'java', 'numpy', 'python', 'pandas']"
Data Scientist,"['sql', 'numpy', 'python', 'pandas', 'matplotlib']"
Data Scientist,"['machine learning', 'deep learning', 'numpy', 'jupyter', 'matplotlib']"
Data Scientist,"['machine learning', 'data analysis', 'statistics', 'model evaluation', 'jupyter', 'scikit-learn', 'pandas', 'numpy', 'python']"
Data Scientist,"['machine learning', 'jupyter', 'scikit-learn', 'python']"
Data Scientist,"['machine learning', 'python', 'jupyter', 'python', 'pandas', 'matplotlib']"
Data Scientist,"['cloud', 'jupyter', 'pandas', 'matplotlib', 'numpy', 'python']"
Data Scientist,"['machine learning', 'data visualization', 'data analysis', 'feature engineering', 'statistics', 'model evaluation', 'numpy', 'scikit-learn', 'python', 'pandas']"
Data Scientist,"['machine learning', 'data analysis', 'feature engineering', 'statistics', 'numpy', 'jupyter', 'scikit-learn', 'pandas']"
Data Scientist,"['machine learning', 'excel', 'numpy', 'jupyter', 'python']"
Data Scientist,"['machine learning', 'python', 'sql', 'numpy', 'scikit-learn', 'pandas', 'python']"
Data Scientist,"['javascript', 'java', 'jupyter', 'scikit-learn', 'matplotlib', 'numpy', 'python']"
Data Scientist,"['machine learning', 'sql', 'scikit-learn', 'python', 'matplotlib']"
Data Scientist,"['machine learning', 'data visualization', 'data analysis', 'feature engineering', 'statistics', 'model evaluation', 'scikit-learn', 'pandas', 'matplotlib', 'numpy', 'python']"
Data Scientist,"['machine learning', 'python', 'tensorflow', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'python']"
Data Scientist,"['machine learning', 'feature engineering', 'statistics', 'model evaluation', 'numpy', 'scikit-learn', 'pandas']"
Data Scientist,"['machine learning', 'power bi', 'spark', 'numpy', 'python', 'pandas']"
Data Scientist,"['python', 'jupyter', 'scikit-learn', 'matplotlib', 'numpy', 'python']"
Data Scientist,"['machine learning', 'numpy', 'python', 'matplotlib']"
Data Scientist,"['machine learning', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib']"
Data Scientist,"['machine learning', 'nosql', 'sql', 'scikit-learn', 'pandas', 'matplotlib', 'numpy', 'python']"
Data Scientist,"['machine learning', 'sql', 'gcp', 'numpy', 'jupyter', 'scikit-learn', 'pandas']"
Data Scientist,"['machine learning', 'sql', 'spark', 'numpy', 'pandas', 'python', 'matplotlib']"
Data Scientist,"['sas', 'numpy', 'scikit-learn', 'pandas', 'matplotlib']"
Data Scientist,"['machine learning', 'jupyter', 'scikit-learn', 'pandas', 'numpy', 'python']"
Data Scientist,"['machine learning', 'jupyter', 'pandas', 'matplotlib', 'numpy', 'python']"
Data Scientist,"['sas', 'jupyter', 'scikit-learn', 'matplotlib', 'numpy', 'python']"
Data Scientist,"['gcp', 'aws', 'cloud', 'scikit-learn', 'pandas', 'matplotlib']"
Data Scientist,"['python', 'sql', 'matplotlib', 'scikit-learn', 'pandas', 'python']"
Data Scientist,"['machine learning', 'deep learning', 'numpy', 'jupyter', 'matplotlib']"
Data Scientist,"['machine learning', 'numpy', 'scikit-learn', 'pandas', 'matplotlib']"
Data Scientist,"['power bi', 'python', 'tableau', 'power bi', 'tableau']"
Data Scientist,"['power bi', 'python', 'sql', 'tableau', 'power bi', 'tableau']"
Data Scientist,"['machine learning', 'python', 'cloud', 'numpy', 'pandas', 'matplotlib']"
Data Scientist,"['machine learning', 'hadoop', 'python', 'spark', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib']"
Data Scientist,"['machine learning', 'deep learning', 'python', 'java', 'numpy', 'scikit-learn', 'python']"
Data Scientist,"['data visualization', 'data analysis', 'feature engineering', 'statistics', 'jupyter', 'pandas', 'python', 'matplotlib']"
Data Scientist,"['python', 'tableau', 'java', 'numpy', 'python', 'pandas', 'matplotlib']"
Data Scientist,"['azure', 'tableau', 'jupyter', 'scikit-learn', 'pandas', 'numpy', 'python']"
Data Scientist,"['spark', 'python', 'sql', 'jupyter', 'scikit-learn', 'matplotlib', 'numpy', 'python']"
Data Scientist,"['spark', 'python', 'sql', 'numpy', 'jupyter', 'scikit-learn', 'python']"
Data Scientist,"['machine learning', 'numpy', 'scikit-learn', 'python', 'matplotlib']"
Data Scientist,"['machine learning', 'data visualization', 'data analysis', 'feature engineering', 'statistics', 'model evaluation', 'numpy', 'jupyter', 'scikit-learn']"
Data Scientist,"['machine learning', 'data visualization', 'data analysis', 'feature engineering', 'statistics', 'model evaluation', 'jupyter', 'python', 'matplotlib']"
Data Scientist,"['hadoop', 'python', 'sql', 'scikit-learn', 'pandas', 'matplotlib', 'numpy', 'python']"
Data Scientist,"['machine learning', 'deep learning', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib']"
Data Scientist,"['machine learning', 'python', 'aws', 'numpy', 'jupyter', 'python', 'pandas']"
Data Scientist,"['machine learning', 'data visualization', 'data analysis', 'feature engineering', 'numpy', 'jupyter', 'scikit-learn', 'matplotlib']"
Data Scientist,"['machine learning', 'data analysis', 'feature engineering', 'statistics', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib']"
Data Scientist,"['machine learning', 'sas', 'python', 'tableau', 'jupyter', 'scikit-learn', 'pandas', 'numpy', 'python']"
Data Scientist,"['tableau', 'gcp', 'azure', 'power bi', 'python', 'power bi', 'tableau']"
Data Scientist,"['machine learning', 'python', 'aws', 'azure', 'jupyter', 'scikit-learn', 'python']"
Data Scientist,"['excel', 'numpy', 'matplotlib', 'python', 'pandas']"
Data Scientist,"['machine learning', 'data visualization', 'data analysis', 'statistics', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'python']"
Data Scientist,"['nosql', 'python', 'aws', 'sql', 'numpy', 'jupyter', 'python']"
Data Scientist,"['machine learning', 'sql', 'jupyter', 'pandas', 'matplotlib']"
Data Scientist,"['machine learning', 'sql', 'numpy', 'python', 'matplotlib']"
Data Scientist,"['python', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'numpy']"
Data Scientist,"['spark', 'python', 'aws', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'numpy']"
Data Scientist,"['deep learning', 'pytorch', 'python', 'numpy', 'jupyter', 'matplotlib']"
Data Scientist,"['machine learning', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'python']"
Data Scientist,"['machine learning', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'python']"
Data Scientist,"['machine learning', 'data visualization', 'data analysis', 'feature engineering', 'statistics', 'model evaluation', 'scikit-learn', 'python', 'pandas', 'matplotlib']"
Data Scientist,"['machine learning', 'data visualization', 'data analysis', 'feature engineering', 'statistics', 'model evaluation', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'numpy']"
Data Scientist,"['machine learning', 'data visualization', 'data analysis', 'statistics', 'model evaluation', 'jupyter', 'scikit-learn', 'pandas', 'numpy', 'python']"
Data Scientist,"['machine learning', 'hadoop', 'python', 'java', 'numpy', 'scikit-learn', 'python', 'matplotlib']"
Data Scientist,"['machine learning', 'python', 'numpy', 'scikit-learn', 'pandas']"
Data Scientist,"['sql', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'numpy']"
Data Scientist,"['sql', 'numpy', 'scikit-learn', 'python']"
Data Scientist,"['machine learning', 'sas', 'numpy', 'python', 'pandas']"
Data Scientist,"['machine learning', 'numpy', 'scikit-learn', 'python']"
Data Scientist,"['machine learning', 'data analysis', 'feature engineering', 'statistics', 'model evaluation', 'numpy', 'jupyter', 'python', 'pandas']"
Data Scientist,"['machine learning', 'spark', 'hadoop', 'tensorflow', 'python', 'jupyter', 'scikit-learn', 'pandas', 'numpy', 'python']"
Data Scientist,"['deep learning', 'python', 'matplotlib', 'python', 'pandas', 'scikit-learn']"
Data Scientist,"['python', 'sql', 'tableau', 'jupyter', 'scikit-learn', 'matplotlib']"
Data Scientist,"['machine learning', 'data analysis', 'feature engineering', 'statistics', 'model evaluation', 'numpy', 'jupyter', 'scikit-learn']"
Data Scientist,"['machine learning', 'jupyter', 'pandas', 'matplotlib', 'numpy', 'python']"
Data Scientist,"['machine learning', 'jupyter', 'pandas', 'matplotlib', 'numpy', 'python']"
Data Scientist,"['machine learning', 'python', 'cloud', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'numpy']"
Data Scientist,"['machine learning', 'nosql', 'sql', 'jupyter', 'scikit-learn', 'pandas']"
Data Scientist,"['machine learning', 'nosql', 'sql', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'numpy']"
Data Scientist,"['machine learning', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib']"
Data Scientist,"['data visualization', 'feature engineering', 'statistics', 'model evaluation', 'numpy', 'jupyter', 'pandas']"
Data Scientist,"['python', 'sql', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'numpy']"
Data Scientist,"['sql', 'scikit-learn', 'pandas', 'matplotlib']"
Data Scientist,"['machine learning', 'jupyter', 'scikit-learn', 'matplotlib', 'numpy', 'python']"
Data Scientist,"['data visualization', 'data analysis', 'feature engineering', 'statistics', 'numpy', 'jupyter', 'scikit-learn']"
Data Scientist,"['python', 'tableau', 'jupyter', 'scikit-learn', 'matplotlib', 'numpy', 'python']"
Data Scientist,"['sas', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'numpy']"
Data Scientist,"['deep learning', 'numpy', 'pandas', 'matplotlib']"
Data Scientist,"['machine learning', 'jupyter', 'scikit-learn', 'matplotlib', 'numpy', 'python']"
Data Scientist,"['machine learning', 'python', 'tensorflow', 'pandas', 'python', 'matplotlib']"
Data Scientist,"['python', 'jupyter', 'scikit-learn', 'matplotlib', 'numpy', 'python']"
Data Scientist,"['machine learning', 'deep learning', 'spark', 'scikit-learn', 'python', 'matplotlib']"
Data Scientist,"['machine learning', 'numpy', 'pandas', 'python', 'matplotlib']"
Data Scientist,"['machine learning', 'deep learning', 'cloud', 'numpy', 'scikit-learn', 'pandas', 'matplotlib']"
Data Scientist,"['power bi', 'azure', 'gcp', 'tableau', 'power bi', 'tableau']"
Data Scientist,"['machine learning', 'python', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'python']"
Data Scientist,"['machine learning', 'python', 'jupyter', 'pandas', 'matplotlib', 'numpy', 'python']"
Data Scientist,"['machine learning', 'data visualization', 'feature engineering', 'model evaluation', 'numpy', 'jupyter', 'python', 'matplotlib']"
Data Scientist,"['machine learning', 'sql', 'gcp', 'numpy', 'scikit-learn', 'pandas', 'matplotlib']"
Data Scientist,"['machine learning', 'tableau', 'deep learning', 'sql', 'python', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'python']"
Data Scientist,"['data visualization', 'data analysis', 'feature engineering', 'statistics', 'numpy', 'jupyter', 'python', 'matplotlib']"
Data Scientist,"['machine learning', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'python']"
Data Scientist,"['spark', 'hadoop', 'java', 'numpy', 'scikit-learn', 'matplotlib']"
Data Scientist,"['machine learning', 'deep learning', 'python', 'sql', 'numpy', 'pandas', 'matplotlib']"
Data Scientist,"['machine learning', 'deep learning', 'python', 'numpy', 'jupyter', 'scikit-learn', 'matplotlib']"
Data Scientist,"['sas', 'python', 'sql', 'numpy', 'pandas', 'matplotlib']"
Data Scientist,"['machine learning', 'python', 'cloud', 'jupyter', 'pandas', 'matplotlib', 'numpy', 'python']"
Data Scientist,"['machine learning', 'sql', 'numpy', 'scikit-learn', 'python', 'matplotlib']"
Data Scientist,"['machine learning', 'python', 'jupyter', 'scikit-learn', 'matplotlib', 'numpy', 'python']"
Data Scientist,"['machine learning', 'sql', 'jupyter', 'pandas', 'matplotlib', 'numpy', 'python']"
Data Scientist,"['machine learning', 'python', 'jupyter', 'scikit-learn', 'matplotlib', 'numpy', 'python']"
Data Scientist,"['machine learning', 'sql', 'jupyter', 'pandas', 'matplotlib']"
Data Scientist,"['machine learning', 'scikit-learn', 'python', 'matplotlib']"
Data Scientist,"['tableau', 'jupyter', 'scikit-learn', 'pandas', 'numpy', 'python']"
Data Scientist,"['machine learning', 'deep learning', 'jupyter', 'scikit-learn', 'pandas']"
Data Scientist,"['machine learning', 'cloud', 'numpy', 'jupyter', 'python']"
Data Scientist,"['machine learning', 'sql', 'scikit-learn', 'python', 'matplotlib']"
Data Scientist,"['machine learning', 'sql', 'jupyter', 'scikit-learn', 'python', 'pandas']"
Data Scientist,"['machine learning', 'python', 'cloud', 'java', 'jupyter', 'scikit-learn', 'matplotlib']"
Data Scientist,"['machine learning', 'python', 'jupyter', 'pandas', 'matplotlib']"
Data Scientist,"['machine learning', 'deep learning', 'numpy', 'jupyter', 'scikit-learn']"
Data Scientist,"['python', 'sql', 'jupyter', 'pandas', 'matplotlib', 'numpy', 'python']"
Data Scientist,"['hadoop', 'numpy', 'jupyter', 'python', 'pandas']"
Data Scientist,"['power bi', 'python', 'java', 'pandas', 'python', 'matplotlib']"
Data Scientist,"['sql', 'tableau', 'java', 'numpy', 'python', 'pandas']"
Data Scientist,"['power bi', 'python', 'java', 'jupyter', 'python', 'matplotlib', 'pandas']"
Data Scientist,"['machine learning', 'jupyter', 'scikit-learn', 'matplotlib']"
Data Scientist,"['sas', 'python', 'jupyter', 'scikit-learn', 'pandas']"
Data Scientist,"['machine learning', 'scikit-learn', 'pandas', 'matplotlib', 'numpy', 'python']"
Data Scientist,"['machine learning', 'python', 'numpy', 'scikit-learn', 'python', 'matplotlib']"
Data Scientist,"['machine learning', 'python', 'cloud', 'numpy', 'jupyter', 'pandas']"
Data Scientist,"['deep learning', 'sql', 'scikit-learn', 'python', 'pandas']"
Data Scientist,"['machine learning', 'deep learning', 'hadoop', 'numpy', 'jupyter', 'matplotlib']"
Data Scientist,"['machine learning', 'python', 'numpy', 'jupyter', 'pandas']"
Data Scientist,"['machine learning', 'python', 'numpy', 'scikit-learn', 'python', 'matplotlib']"
Data Scientist,"['machine learning', 'python', 'numpy', 'jupyter', 'python', 'pandas']"
Data Scientist,"['machine learning', 'hadoop', 'sql', 'spark', 'jupyter', 'scikit-learn', 'matplotlib', 'numpy', 'python']"
Data Scientist,"['deep learning', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'python']"
Data Scientist,"['data visualization', 'data analysis', 'feature engineering', 'statistics', 'numpy', 'jupyter', 'python', 'pandas']"
Data Scientist,"['machine learning', 'jupyter', 'scikit-learn', 'pandas', 'numpy', 'python']"
Data Scientist,"['java', 'jupyter', 'pandas', 'matplotlib', 'numpy', 'python']"
Data Scientist,"['tensorflow', 'jupyter', 'pandas', 'matplotlib', 'numpy', 'python']"
Data Scientist,"['machine learning', 'deep learning', 'numpy', 'jupyter', 'python']"
Data Scientist,"['machine learning', 'data analysis', 'feature engineering', 'model evaluation', 'numpy', 'scikit-learn', 'python', 'matplotlib']"
Data Scientist,"['machine learning', 'data visualization', 'data analysis', 'statistics', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'python']"
Data Scientist,"['machine learning', 'data visualization', 'data analysis', 'feature engineering', 'model evaluation', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'python']"
Data Scientist,"['machine learning', 'data analysis', 'feature engineering', 'statistics', 'model evaluation', 'jupyter', 'python', 'matplotlib']"
Data Scientist,"['machine learning', 'jupyter', 'scikit-learn', 'python']"
Data Scientist,"['machine learning', 'data visualization', 'feature engineering', 'statistics', 'scikit-learn', 'pandas', 'matplotlib']"
Data Scientist,"['data visualization', 'data analysis', 'feature engineering', 'statistics', 'model evaluation', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib']"
Data Scientist,"['machine learning', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'python']"
Data Scientist,"['machine learning', 'numpy', 'scikit-learn', 'pandas', 'matplotlib']"
Data Scientist,"['machine learning', 'cloud', 'jupyter', 'scikit-learn', 'matplotlib', 'numpy', 'python']"
Data Scientist,"['machine learning', 'cloud', 'scikit-learn', 'pandas', 'matplotlib', 'numpy', 'python']"
Data Scientist,"['machine learning', 'deep learning', 'python', 'sql', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib']"
Data Scientist,"['machine learning', 'python', 'jupyter', 'pandas', 'matplotlib']"
Data Scientist,"['machine learning', 'jupyter', 'python', 'pandas', 'matplotlib']"
Data Scientist,"['machine learning', 'data visualization', 'feature engineering', 'statistics', 'model evaluation', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'python']"
Data Scientist,"['machine learning', 'hadoop', 'spark', 'numpy', 'jupyter', 'scikit-learn', 'pandas']"
Data Scientist,"['machine learning', 'numpy', 'scikit-learn', 'python']"
Data Scientist,"['machine learning', 'tableau', 'sql', 'gcp', 'azure', 'python', 'jupyter', 'scikit-learn', 'python', 'pandas']"
Data Scientist,"['python', 'scikit-learn', 'pandas', 'matplotlib']"
Data Scientist,"['python', 'scikit-learn', 'python', 'matplotlib']"
Data Scientist,"['machine learning', 'javascript', 'java', 'jupyter', 'pandas', 'matplotlib', 'numpy', 'python']"
Data Scientist,"['spark', 'hadoop', 'python', 'jupyter', 'python', 'pandas', 'matplotlib']"
Data Scientist,"['machine learning', 'deep learning', 'python', 'jupyter', 'scikit-learn', 'matplotlib', 'numpy', 'python']"
Data Scientist,"['machine learning', 'numpy', 'jupyter', 'scikit-learn']"
Data Scientist,"['machine learning', 'scikit-learn', 'pandas', 'matplotlib', 'numpy', 'python']"
Data Scientist,"['sas', 'python', 'jupyter', 'python', 'pandas', 'matplotlib']"
Data Scientist,"['machine learning', 'numpy', 'scikit-learn', 'python', 'matplotlib']"
Data Scientist,"['sas', 'python', 'scikit-learn', 'pandas', 'matplotlib', 'numpy', 'python']"
Data Scientist,"['machine learning', 'numpy', 'scikit-learn', 'python', 'matplotlib']"
Data Scientist,"['machine learning', 'numpy', 'jupyter', 'python', 'matplotlib']"
Data Scientist,"['machine learning', 'deep learning', 'python', 'jupyter', 'scikit-learn', 'python', 'matplotlib']"
Data Scientist,"['machine learning', 'sql', 'numpy', 'jupyter', 'scikit-learn', 'python']"
Data Scientist,"['sas', 'python', 'sql', 'jupyter', 'scikit-learn', 'pandas', 'numpy', 'python']"
Data Scientist,"['python', 'numpy', 'jupyter', 'python', 'matplotlib']"
Data Scientist,"['spark', 'python', 'sql', 'numpy', 'jupyter', 'pandas', 'matplotlib']"
Data Scientist,"['python', 'sql', 'tableau', 'jupyter', 'python', 'pandas', 'matplotlib']"
Data Scientist,"['machine learning', 'jupyter', 'pandas', 'matplotlib', 'numpy', 'python']"
Data Scientist,"['machine learning', 'jupyter', 'scikit-learn', 'matplotlib']"
Data Scientist,"['machine learning', 'data visualization', 'data analysis', 'feature engineering', 'statistics', 'model evaluation', 'numpy', 'python', 'matplotlib']"
Data Scientist,"['sas', 'scikit-learn', 'pandas', 'matplotlib', 'numpy', 'python']"
Data Scientist,"['machine learning', 'deep learning', 'jupyter', 'python', 'pandas']"
Data Scientist,"['machine learning', 'deep learning', 'numpy', 'jupyter', 'matplotlib']"
Data Scientist,"['machine learning', 'sas', 'python', 'jupyter', 'scikit-learn', 'pandas', 'matplotlib', 'python']"
Data Scientist,"['spark', 'deep learning', 'python', 'numpy', 'jupyter', 'matplotlib']"
